year,brand,superbowl_ads_link,youtube_link,length,estimated_cost,youtube_views,youtube_likes,tv_viewers,funny,shows_product_quickly,patriotic,celebrity,danger,animals,uses_sex,no_youtube_likes
2007,Toyota,https://superbowl-ads.com/2007-toyota-tundra-see-saw/,https://www.youtube.com/watch?v=D81uh6I-2Q4,30,2.4,286153.0,221.0,93.2,0,1,0,0,0,0,0,285932.0
2007,Bud Light,https://superbowl-ads.com/2007-bud-light-apes-plan/,https://www.youtube.com/watch?v=osn2rzClKh0,30,2.4,172.0,0.0,93.2,1,1,0,0,0,1,0,172.0
2007,Doritos,https://superbowl-ads.com/2007-doritos-check-out-girl/,https://www.youtube.com/watch?v=nIcFZzdXSrU,30,2.4,294111.0,255.0,93.2,1,1,0,0,0,0,1,293856.0
2008,Budweiser,https://superbowl-ads.com/2008-budweiser-dalmatian-trains-hank-for-team/,https://www.youtube.com/watch?v=odpagg0jV6I,60,4.8,112949.0,321.0,97.44,0,1,1,0,0,1,0,112628.0
2008,Hyundai,https://superbowl-ads.com/2008-hyundai-genesis-luxury/,https://www.youtube.com/watch?v=PsKJUnGEGSs,30,2.4,8762.0,13.0,97.44,0,1,0,0,0,0,0,8749.0
2008,Bud Light,https://superbowl-ads.com/2008-bud-light-wheel-suck/,https://www.youtube.com/watch?v=WX8Du9pusdA,30,2.4,599218.0,761.0,97.44,1,1,0,0,0,0,0,598457.0
2008,Bud Light,https://superbowl-ads.com/2008-bud-light-wine-cheese-party/,https://www.youtube.com/watch?v=aEWtTVaIH0M,30,2.4,556463.0,415.0,97.44,1,0,0,0,0,0,0,556048.0
2008,Bud Light,https://superbowl-ads.com/2008-bud-light-breathe-fire/,https://www.youtube.com/watch?v=AhqPl1IKVo4,30,2.4,24651.0,26.0,97.44,1,1,0,0,1,1,0,24625.0
2008,Bud Light,https://superbowl-ads.com/2008-bud-light-x-ray-vision/,https://www.youtube.com/watch?v=cOEMI8HRhlA,30,2.4,166673.0,163.0,97.44,1,1,0,0,0,0,1,166510.0
2008,Doritos,https://superbowl-ads.com/2008-doritos-mouse-trap/,https://www.youtube.com/watch?v=h8qgk5tXuUA,30,2.4,241271.0,1100.0,97.44,1,1,0,0,1,0,0,240171.0
2008,Coca-Cola,https://superbowl-ads.com/2008-coca-cola-political-parties/,https://www.youtube.com/watch?v=2_LWZe2BGaE,60,4.8,14359.0,38.0,97.44,1,1,1,1,0,0,0,14321.0
2008,Pepsi,https://superbowl-ads.com/2008-pepsi-every-sip-with-justin-timberlake/,https://www.youtube.com/watch?v=AKKM8sP24BE,60,4.8,238819.0,616.0,97.44,1,0,0,1,1,0,1,238203.0
2008,Bud Light,https://superbowl-ads.com/2008-bud-light-language-of-love/,https://www.youtube.com/watch?v=Ao0x4zsb724,30,2.4,731589.0,595.0,97.44,1,1,1,1,0,0,1,730994.0
2008,Bud Light,https://superbowl-ads.com/2008-bud-light-jackie-moon-will-ferrell/,https://www.youtube.com/watch?v=ecqiZn2DDFQ,30,2.4,1060862.0,1300.0,97.44,1,1,0,1,0,0,1,1059562.0
2008,Coca-Cola,https://superbowl-ads.com/2008-coca-cola-its-mine/,https://www.youtube.com/watch?v=-ACk9mRky5k,60,4.8,70272.0,256.0,97.44,1,1,0,1,1,1,0,70016.0
2008,Bud Light,https://superbowl-ads.com/2008-bud-light-ability-to-fly/,https://www.youtube.com/watch?v=-axbiEJiRGw,30,2.4,9367.0,12.0,97.44,1,1,0,0,0,0,0,9355.0
2009,Pepsi,https://superbowl-ads.com/2009-pepsi-max-im-good/,https://www.youtube.com/watch?v=qUZaSf7T7ig,30,2.4,130861.0,365.0,98.75,1,0,0,0,1,0,0,130496.0
2009,Budweiser,https://superbowl-ads.com/2009-budweiser-clydesdales-generations/,https://www.youtube.com/watch?v=ukpnHh4eEeQ,60,4.8,307483.0,538.0,98.75,0,1,1,0,0,1,0,306945.0
2009,Budweiser,https://superbowl-ads.com/2009-budweiser-clydesdale-plays-fetch/,https://www.youtube.com/watch?v=w_ZEGUX4YnI,30,2.4,49777.0,69.0,98.75,1,1,1,0,0,1,0,49708.0
2009,Hyundai,https://superbowl-ads.com/2009-hyundai-angry-bosses/,https://www.youtube.com/watch?v=puG0WOgAUfs,30,2.4,373823.0,588.0,98.75,1,1,0,0,0,0,0,373235.0
2009,Doritos,https://superbowl-ads.com/2009-doritos-new-flavor-pitch/,https://www.youtube.com/watch?v=qKKpRhFcKBk,30,2.4,43262.0,112.0,98.75,1,1,0,0,0,0,0,43150.0
2009,Coca-Cola,https://superbowl-ads.com/2009-coca-cola-heist/,https://www.youtube.com/watch?v=icV7fGqPZ2I,60,4.8,525946.0,1700.0,98.75,0,1,0,0,0,1,0,524246.0
2009,Bud Light,https://superbowl-ads.com/2009-bud-light-meeting/,https://www.youtube.com/watch?v=L1fL0ZHX2t0,30,2.4,55433.0,185.0,98.75,1,1,0,0,1,0,0,55248.0
2009,Coca-Cola,https://superbowl-ads.com/2009-coca-cola-avatar/,https://www.youtube.com/watch?v=Kwke0LNardc,60,4.8,1455950.0,3500.0,98.75,1,0,0,0,0,1,0,1452450.0
2009,Bud Light,https://superbowl-ads.com/2009-bud-light-skier/,https://www.youtube.com/watch?v=LEVQAU_LITI,30,2.4,30257.0,34.0,98.75,1,1,0,0,1,0,1,30223.0
2009,Doritos,https://superbowl-ads.com/2009-doritos-power-of-the-crunch/,https://www.youtube.com/watch?v=7DZao4kN73M,30,2.4,646856.0,1900.0,98.75,1,1,0,0,1,1,1,644956.0
2009,Coca-Cola,https://superbowl-ads.com/2009-coke-zero-mean-troy/,https://www.youtube.com/watch?v=XKFUcEkIbEg,60,4.8,46228.0,102.0,98.75,1,1,0,1,1,0,0,46126.0
2009,Pepsi,https://superbowl-ads.com/2009-pepsi-anthem/,https://www.youtube.com/watch?v=WIzKwJmYLNs,60,4.8,1420.0,8.0,98.75,0,0,1,1,1,0,0,1412.0
2009,Doritos,https://superbowl-ads.com/2009-doritos-crystal-ball/,https://www.youtube.com/watch?v=Fdz0Q0GiEcc,30,2.4,22353.0,56.0,98.75,1,1,0,0,1,0,0,22297.0
2009,E-Trade,https://superbowl-ads.com/2009-etrade-talking-baby/,https://www.youtube.com/watch?v=PlqWRADszb0,30,2.4,367349.0,841.0,98.75,1,1,0,0,0,0,0,366508.0
2009,Hyundai,https://superbowl-ads.com/2009-hyundai-assurance-contract/,https://www.youtube.com/watch?v=lzQ2NeqjYS0,30,2.4,7528.0,7.0,98.75,0,1,0,0,0,0,0,7521.0
2010,Hyundai,https://superbowl-ads.com/hd-2010-super-bowl-commercial-new-hyundai-super-bowl-44-xliv-ad-hyundai-body-pass-2011-sonata/,https://www.youtube.com/watch?v=dWQqIeAYfK8,30,2.95,68652.0,48.0,106.5,0,1,1,0,0,0,0,68604.0
2010,Bud Light,https://superbowl-ads.com/hd-exclusive-bud-light-scientist-2010-superbowl-44-xliv-commercial-ad/,https://www.youtube.com/watch?v=agISXMN4tng,30,2.95,3851.0,10.0,106.5,1,0,0,0,1,0,1,3841.0
2010,Bud Light,https://superbowl-ads.com/hd-exclusive-stranded-budweiser-2010-super-bowl-44-xliv-commercial-ad/,https://www.youtube.com/watch?v=zE7wyUmsM0k,45,4.42,86083.0,125.0,106.5,1,0,0,0,0,0,0,85958.0
2010,E-Trade,https://superbowl-ads.com/hd-exclusive-e-trade-baby-tears-2010-superbowl-44-xliv-commercial-ad/,https://www.youtube.com/watch?v=LgiYL1Ry2I8,15,1.47,14997.0,20.0,106.5,1,1,0,0,0,0,0,14977.0
2010,Doritos,https://superbowl-ads.com/hd-exclusive-doritos-samurai-2010-super-bowl-44-xliv-commercial-ad/,https://www.youtube.com/watch?v=1ww1k7w4WQ8,30,2.95,227092.0,1200.0,106.5,1,1,0,0,1,0,0,225892.0
2010,Doritos,https://superbowl-ads.com/hd-exclusive-casket-funeral-doritos-2010-super-bowl-44-xliv-commercial-ad/,https://www.youtube.com/watch?v=2IhJl7mBtls,30,2.95,11654.0,23.0,106.5,1,1,0,0,0,0,0,11631.0
2010,NFL,https://superbowl-ads.com/2010-nfl-best-fans-on-the-planet/,https://www.youtube.com/watch?v=6cMHr8goUgU,60,5.9,93263.0,435.0,106.5,0,0,1,0,0,0,0,92828.0
2010,Doritos,https://superbowl-ads.com/hd-exclusive-dog-shock-collar-doritos-commercial-super-bowl-44-2010-super-bowl-xliv/,https://www.youtube.com/watch?v=UBaZDWIs3fs,30,2.95,132805.0,279.0,106.5,1,1,0,0,1,1,0,132526.0
2010,Hyundai,https://superbowl-ads.com/hd-exclusive-2010-super-bowl-xliv-commercial-with-brett-favre-hyundai-commercial/,https://www.youtube.com/watch?v=KqAWv2wCW8I,30,2.95,176958.0,307.0,106.5,0,0,0,1,0,0,0,176651.0
2010,Bud Light,https://superbowl-ads.com/hd-exclusive-bud-light-auto-tune-t-pain-2010-superbowl-44-xliv-commercial-ad/,https://www.youtube.com/watch?v=bDhjcP02GQg,30,2.95,35522.0,113.0,106.5,1,1,0,1,0,0,0,35409.0
2010,Kia,https://superbowl-ads.com/hd-exclusive-kias-big-game-commercial-2010-super-bowl-44-xliv-ad/,https://www.youtube.com/watch?v=7q2yVq6fDEg,60,5.9,51291.0,96.0,106.5,1,1,0,0,0,1,1,51195.0
2010,E-Trade,https://superbowl-ads.com/hd-exclusive-e-trade-baby-girlfriend-2010-superbowl-44-xliv-commercial-ad/,https://www.youtube.com/watch?v=tbLTl7egwlU,30,2.95,1048750.0,1200.0,106.5,1,1,0,0,0,0,1,1047550.0
2010,E-Trade,https://superbowl-ads.com/hd-exclusive-e-trade-baby-first-class-2010-super-bowl-44-xliv-commercial-ad/,https://www.youtube.com/watch?v=tVrE5-eiSNA,30,2.95,26366.0,33.0,106.5,1,0,0,0,0,0,0,26333.0
2010,Budweiser,https://superbowl-ads.com/hd-exclusive-budweiser-body-bridge-2010-super-bowl-44-xliv-commercial-ad/,https://www.youtube.com/watch?v=IQHlA9qKJv4,60,5.9,51.0,1.0,106.5,1,1,1,0,0,1,0,50.0
2011,Kia,https://superbowl-ads.com/2011-kia-optima-one-epic-ride-super-bowl-xlv-commercial/,https://www.youtube.com/watch?v=8FMU5yPZgwM,60,5.9,37554.0,204.0,111.0,1,1,0,0,1,0,1,37350.0
2011,Coca-Cola,https://superbowl-ads.com/2011-coca-cola-border/,https://www.youtube.com/watch?v=Aw6-aXMBseo,60,5.9,114587.0,263.0,111.0,0,0,0,0,0,0,0,114324.0
2011,Bud Light,https://superbowl-ads.com/2011-bud-light-dog-sitter/,https://www.youtube.com/watch?v=JJn1vM7LB1Y,30,2.95,484.0,2.0,111.0,1,1,0,0,0,1,0,482.0
2011,Coca-Cola,https://superbowl-ads.com/2011-coca-cola-siege/,https://www.youtube.com/watch?v=nAJvHsVoLq0,60,5.9,88026.0,59.0,111.0,1,0,0,0,1,1,0,87967.0
2011,Hyundai,https://superbowl-ads.com/2011-hyundai-super-bowl-commercial-hypnotized-video/,https://www.youtube.com/watch?v=5ofcQl6gWeE,30,2.95,345.0,0.0,111.0,1,0,0,0,0,0,0,345.0
2011,Doritos,https://superbowl-ads.com/2011-doritos-pug-attack/,https://www.youtube.com/watch?v=1A6frF5zfDE,30,2.95,137670.0,697.0,111.0,1,1,0,0,1,1,0,136973.0
2011,Hyundai,https://superbowl-ads.com/2011-hyundai-super-bowl-commercial-deprogramming-video/,https://www.youtube.com/watch?v=32d5c_IW2Xc,60,5.9,135.0,1.0,111.0,0,0,0,0,0,1,0,134.0
2011,Hyundai,https://superbowl-ads.com/2011-hyundai-super-bowl-commercial-anachronistic-city-video/,https://www.youtube.com/watch?v=-BVMOKtawUk,30,2.95,63.0,0.0,111.0,0,0,0,0,0,0,0,63.0
2011,Pepsi,https://superbowl-ads.com/2011-pepsi-max-love-hurts/,https://www.youtube.com/watch?v=r4eyQBvcBUA,30,2.95,272017.0,635.0,111.0,1,1,0,0,1,0,1,271382.0
2012,E-Trade,https://superbowl-ads.com/2012-etrade-fatherhood/,https://www.youtube.com/watch?v=fObt1E6Ij_E,30,2.95,27.0,0.0,111.4,1,0,0,0,0,0,0,27.0
2012,Bud Light,https://superbowl-ads.com/2012-bud-light-rescue-dog/,https://www.youtube.com/watch?v=Qr3GJqccGi4,60,5.9,14758.0,44.0,111.4,1,1,0,0,0,1,1,14714.0
2012,Hyundai,https://superbowl-ads.com/2012-hyundai-genesis-heart/,https://www.youtube.com/watch?v=UxQKSCpOIOI,30,2.95,1349.0,2.0,111.4,1,1,0,0,1,0,0,1347.0
2012,Pepsi,https://superbowl-ads.com/2012-pepsi-kings-court/,https://www.youtube.com/watch?v=3rZs8ZKTsp0,60,5.9,583919.0,1500.0,111.4,0,1,0,1,0,0,0,582419.0
2012,Doritos,https://superbowl-ads.com/2012-doritos-mans-best-friend/,https://www.youtube.com/watch?v=kMmd0WaQFGE,30,2.95,94029.0,160.0,111.4,1,0,0,0,1,1,0,93869.0
2012,Toyota,https://superbowl-ads.com/2012-toyota-camry-its-reinvented/,https://www.youtube.com/watch?v=oYdJKey7VpU,60,5.9,119464.0,1100.0,111.4,1,1,0,0,1,1,1,118364.0
2012,Coca-Cola,https://superbowl-ads.com/2012-coca-cola-arghh-ny-bear/,https://www.youtube.com/watch?v=jhvAXT9R_3U,30,2.95,18917.0,86.0,111.4,0,1,0,0,0,1,0,18831.0
2012,Kia,https://superbowl-ads.com/2012-kia-optima-drive-the-dream-extended-version/,https://www.youtube.com/watch?v=9RI6OGXq11Y,90,8.85,63715.0,502.0,111.4,1,0,0,1,0,0,1,63213.0
2012,NFL,https://superbowl-ads.com/2012-nfl-timeline/,https://www.youtube.com/watch?v=CPr4-P19NtE,60,5.9,407385.0,2000.0,111.4,0,1,0,1,0,0,0,405385.0
2012,Coca-Cola,https://superbowl-ads.com/2012-coca-cola-superstition/,https://www.youtube.com/watch?v=x1nttVdja9s,30,2.95,11987.0,76.0,111.4,0,1,0,0,0,1,0,11911.0
2012,Budweiser,https://superbowl-ads.com/2012-budweiser-return-of-the-king/,https://www.youtube.com/watch?v=TieDNumMwOc,60,5.9,27.0,0.0,111.4,0,1,1,0,0,1,0,27.0
2012,Coca-Cola,https://superbowl-ads.com/2012-coca-cola-catch-ne-bear/,https://www.youtube.com/watch?v=S2nBBMbjS8w,60,5.9,23976556.0,100000.0,111.4,0,1,0,0,1,1,0,23876556.0
2012,Bud Light,https://superbowl-ads.com/2012-bud-light-platinum-factory/,https://www.youtube.com/watch?v=3LPLXuHlOCI,30,2.95,22628.0,48.0,111.4,0,1,0,0,0,0,0,22580.0
2012,Doritos,https://superbowl-ads.com/2012-doritos-sling-baby/,https://www.youtube.com/watch?v=6SWNLDdnz0A,30,2.95,181423800.0,295000.0,111.4,1,1,0,0,0,0,0,181128800.0
2012,Budweiser,https://superbowl-ads.com/2012-budweiser-eternal-optimism/,https://www.youtube.com/watch?v=_GeiOdHsW_8,60,5.9,222839.0,587.0,111.4,0,1,1,0,0,1,1,222252.0
2013,Hyundai,https://superbowl-ads.com/video-2013-hyundai-sonata-turbo-super-bowl-xlvii-stuck/,https://www.youtube.com/watch?v=WTf0XGpINJI,30,2.95,4661.0,21.0,108.7,1,1,0,0,1,1,0,4640.0
2013,Hyundai,https://superbowl-ads.com/video-hyundai-2013-super-bowl-xlvii-ad-epic-playdate/,https://www.youtube.com/watch?v=YyKVvAZSAug,90,8.85,3740.0,7.0,108.7,0,0,0,0,0,1,0,3733.0
2013,Doritos,https://superbowl-ads.com/video-doritos-2013-super-bowl-xlvii-commercial-goat-for-sale/,https://www.youtube.com/watch?v=DoM6IhfY8No,30,2.95,617972.0,2800.0,108.7,1,1,0,0,0,1,0,615172.0
2013,Budweiser,https://superbowl-ads.com/video-budweiser-black-crown-2013-super-bowl-xlvii-ad-coronation/,https://www.youtube.com/watch?v=AMP9fgyi41M,30,2.95,1341.0,5.0,108.7,0,1,0,0,0,0,1,1336.0
2013,Hyundai,https://superbowl-ads.com/video-hyundai-2013-super-bowl-xlvii-ad-santafe-team/,https://www.youtube.com/watch?v=jvm68nEAU7o,45,4.426,117293.0,1000.0,108.7,1,1,0,0,1,1,0,116293.0
2013,Bud Light,https://superbowl-ads.com/video-bud-light-2013-super-bowl-xlvii-ad-journey/,https://www.youtube.com/watch?v=leptS7k6sLE,60,5.9,405.0,1.0,108.7,1,1,0,1,0,0,0,404.0
2013,E-Trade,https://superbowl-ads.com/video-etrade-baby-2013-super-bowl-xlvii-commercial-save-it/,https://www.youtube.com/watch?v=F0nhq4GO90s,30,2.95,154.0,1.0,108.7,1,1,0,0,0,1,0,153.0
2013,Doritos,https://superbowl-ads.com/video-doritos-2013-super-bowl-xlvii-ad-fashionista-daddy/,https://www.youtube.com/watch?v=w_2k5LMeduc,30,2.95,1427496.0,2600.0,108.7,1,1,0,0,0,0,0,1424896.0
2013,Kia,https://superbowl-ads.com/video-2013-kia-super-bowl-xlvii-commercial-space-babies/,https://www.youtube.com/watch?v=k5vbGQb7jR0,60,5.9,10954.0,42.0,108.7,1,0,0,0,0,1,1,10912.0
2013,Budweiser,https://superbowl-ads.com/video-budweiser-black-crown-2013-super-bowl-xlvii-ad-celebration/,https://www.youtube.com/watch?v=2WNvlXoDs7w,30,2.95,267.0,1.0,108.7,0,1,0,0,0,0,1,266.0
2013,Kia,https://superbowl-ads.com/video-kia-forte-2013-super-bowl-xlvii-commercial-hot-bots/,https://www.youtube.com/watch?v=yhPBzlB6VJI,30,2.95,32374.0,195.0,108.7,1,1,0,0,1,0,1,32179.0
2013,Budweiser,https://superbowl-ads.com/video-budweiser-2013-super-bowl-xlvii-ad-the-clydesdales-brotherhood/,https://www.youtube.com/watch?v=eJucRz8kYo0,75,7.37,218480.0,2800.0,108.7,0,1,0,0,0,1,0,215680.0
2013,Pepsi,https://superbowl-ads.com/video-2013-pepsi-next-super-bowl-xlvii-commercial-party/,https://www.youtube.com/watch?v=WAySopBmbtI,45,4.42,1025.0,2.0,108.7,1,0,0,0,0,0,1,1023.0
2013,Hyundai,https://superbowl-ads.com/video-2013-hyundai-genesis-super-bowl-xlvii-commercial/,https://www.youtube.com/watch?v=mOatp4Xi7IU,30,2.95,1540.0,6.0,108.7,0,1,0,0,0,0,0,1534.0
2014,Coca-Cola,https://superbowl-ads.com/2014-coca-going-all-the-way/,https://www.youtube.com/watch?v=nO-8ZY7p95o,60,5.9,4120.0,16.0,112.2,1,0,0,0,0,0,0,4104.0
2014,Doritos,https://superbowl-ads.com/2014-doritos-cowboy-kid/,https://www.youtube.com/watch?v=1X_M47SQF6s,30,2.95,12153.0,40.0,112.2,1,1,0,0,1,1,0,12113.0
2014,Bud Light,https://superbowl-ads.com/2014-bud-light-up-for-whatever-2/,https://www.youtube.com/watch?v=PnOW5qj_R6A,60,5.9,143981.0,482.0,112.2,0,1,0,1,0,1,1,143499.0
2014,Toyota,https://superbowl-ads.com/2014-toyota-highlander-no-room-for-boring/,https://www.youtube.com/watch?v=b01P9PaaoLk,30,2.95,32466.0,187.0,112.2,1,1,0,1,0,1,0,32279.0
2014,Kia,https://superbowl-ads.com/2014-kia-the-truth/,https://www.youtube.com/watch?v=FTNMYoKHwvU,90,8.85,32467.0,537.0,112.2,0,0,0,1,1,0,0,31930.0
2014,Hyundai,https://superbowl-ads.com/2014-hyundai-elantra-nice/,https://www.youtube.com/watch?v=2jMWybAKjWw,30,2.95,2474.0,28.0,112.2,1,1,0,1,1,0,1,2446.0
2014,Doritos,https://superbowl-ads.com/2014-doritos-time-machine/,https://www.youtube.com/watch?v=Y-P0Hs0ADJY,30,2.95,8087637.0,19000.0,112.2,1,1,0,0,0,1,0,8068637.0
2014,Coca-Cola,https://superbowl-ads.com/2014-coca-cola-its-beautiful/,https://www.youtube.com/watch?v=D4BC8zUfNhU,60,5.9,95865.0,452.0,112.2,0,1,1,0,0,1,0,95413.0
2014,Hyundai,https://superbowl-ads.com/2014-hyundai-genesis-dads-sixth-sense/,https://www.youtube.com/watch?v=CyK63f0I1P0,30,2.95,35566.0,218.0,112.2,1,0,0,0,1,0,1,35348.0
2014,Bud Light,https://superbowl-ads.com/2014-bud-light-cool-twist/,https://www.youtube.com/watch?v=_l1nWWiut0I,30,2.95,10150.0,36.0,112.2,0,1,0,0,0,0,0,10114.0
2014,Budweiser,https://superbowl-ads.com/2014-budweiser-puppy-love/,https://www.youtube.com/watch?v=gUGGepL5gGU,60,5.9,81650.0,8028.9165,232.0,0,0,1,0,0,1,0,73621.086
2015,Doritos,https://superbowl-ads.com/2015-doritos-middle-seat/,https://www.youtube.com/watch?v=2JqRXLQYF9o,30,4.25,2335970.0,2800.0,114.44,1,0,0,0,0,0,1,2333170.0
2015,Budweiser,https://superbowl-ads.com/2015-budweiser-clydesdale-beer-run/,https://www.youtube.com/watch?v=5tso0er4EUI,30,4.25,8194.0,15.0,114.44,1,1,0,0,1,1,0,8179.0
2015,Doritos,https://superbowl-ads.com/doritos-2015-super-bowl-xlix-ad-when-pigs-fly/,https://www.youtube.com/watch?v=YQo0TfuueaY,30,4.25,1292999.0,2100.0,114.44,1,1,1,0,0,1,0,1290899.0
2015,Kia,https://superbowl-ads.com/2015-kia-sorento-the-perfect-getaway-with-pierce-brosnan/,https://www.youtube.com/watch?v=nayeYTmEdYw,75,10.62,81479.0,75.0,114.44,1,1,0,1,1,1,1,81404.0
2015,Pepsi,https://superbowl-ads.com/pepsi-2015-super-bowl-xlix-ad-halftime-touches-down/,https://www.youtube.com/watch?v=IUU_ygKs3jA,30,4.25,1030.0,3.0,114.44,0,1,0,0,0,1,0,1027.0
2015,Budweiser,https://superbowl-ads.com/2015-budweiser-lost-dog/,https://www.youtube.com/watch?v=otCxSnu_HXA,60,8.5,502254.0,2400.0,114.44,0,1,1,0,1,1,0,499854.0
2015,Coca-Cola,https://superbowl-ads.com/2015-coca-cola-make-it-happy/,https://www.youtube.com/watch?v=1AeG8tCzTGw,60,8.5,57345.0,412.0,114.44,0,0,0,0,0,0,0,56933.0
2015,Toyota,https://superbowl-ads.com/toyota-camry-2015-super-bowl-xlix-ad-my-bold-dad/,https://www.youtube.com/watch?v=9u4--TxE2gI,60,8.5,35407.0,292.0,114.44,0,1,1,0,0,0,0,35115.0
2016,Hyundai,https://superbowl-ads.com/hyundai-2016-super-bowl-50-ad-chase/,https://www.youtube.com/watch?v=r_kXSO9Cph0,30,4.8,5350.0,42.0,111.9,1,0,0,0,1,1,0,5308.0
2016,Pepsi,https://superbowl-ads.com/pepsi-2016-super-bowl-50-ad-joy-pepsi/,https://www.youtube.com/watch?v=B9j4Cw5dkBs,30,4.8,3310.0,19.0,111.9,0,0,0,1,0,0,0,3291.0
2016,Hyundai,https://superbowl-ads.com/hyundai-2016-super-bowl-50-ad-ryanville/,https://www.youtube.com/watch?v=wBcijELzZi4,45,7.2,12534.0,112.0,111.9,1,1,0,1,0,1,1,12422.0
2016,Coca-Cola,https://superbowl-ads.com/coca-cola-mini-2016-super-bowl-50-ad-hulk-vs-ant-man/,https://www.youtube.com/watch?v=sMkGwCw7iv8,60,9.6,12683366.0,199000.0,111.9,1,1,0,1,1,0,0,12484366.0
2016,Hyundai,https://superbowl-ads.com/hyundai-2016-super-bowl-50-ad-first-date/,https://www.youtube.com/watch?v=KwUUdl22mkA,60,9.6,215942.0,1900.0,111.9,1,0,0,1,0,0,0,214042.0
2016,Budweiser,https://superbowl-ads.com/budweiser-2016-super-bowl-50-ad-simply-put/,https://www.youtube.com/watch?v=Le_2S2db0Bk,60,9.6,150.0,0.0,111.9,0,1,0,1,0,0,0,150.0
2016,Kia,https://superbowl-ads.com/kia-optima-2016-super-bowl-50-ad-walken-closet/,https://www.youtube.com/watch?v=rBkPXt-OpA4,75,12.0,18064.0,115.0,111.9,1,0,0,1,0,0,0,17949.0
2016,NFL,https://superbowl-ads.com/nfl-2016-super-bowl-50-ad-super-bowl-babies-choir/,https://www.youtube.com/watch?v=9KqekigARfE,180,28.8,4936065.0,20000.0,111.9,0,0,1,1,0,0,0,4916065.0
2016,Doritos,https://superbowl-ads.com/doritos-2016-super-bowl-50-ad-ultrasound/,https://www.youtube.com/watch?v=Qh_gOK6xDNA,30,4.8,1232402.0,8700.0,111.9,1,1,0,0,0,0,0,1223702.0
2016,Toyota,https://superbowl-ads.com/pokemon-2016-super-bowl-50-ad-20-years-2/,https://www.youtube.com/watch?v=EluvJby2baA,90,14.4,238335.0,1500.0,111.9,1,0,0,0,1,0,0,236835.0
2016,Doritos,https://superbowl-ads.com/doritos-2016-super-bowl-50-ad-doritos-dogs/,https://www.youtube.com/watch?v=MNRAdrB9TSs,30,4.8,1537184.0,3500.0,111.9,1,1,0,0,0,1,0,1533684.0
2017,NFL,https://superbowl-ads.com/2017-nfl-super-bowl-51-li-tv-commercial-super-bowl-baby-legends/,https://www.youtube.com/watch?v=sryly7XTqLY,30,5.4,30469.0,98.0,111.3,0,1,0,0,0,0,0,30371.0
2017,NFL,https://superbowl-ads.com/2017-nfl-super-bowl-51-li-tv-commercial-inside-lines/,https://www.youtube.com/watch?v=pvKBdrx4quA,60,10.8,314261.0,2200.0,111.3,0,1,1,1,0,0,0,312061.0
2017,Kia,https://superbowl-ads.com/2017-kia-super-bowl-51-li-tv-commercial-heros-journey-starring-melissa-mccarthy/,https://www.youtube.com/watch?v=pVxmT2x3Od4,75,13.5,145269.0,1400.0,111.3,1,0,0,1,1,1,0,143869.0
